subject,trial,muscle,r_lag0,r_best,lag_s
subject7,walkingTS2,soleus_l,0.3898798379405533,0.595540972393194,0.05
subject7,walkingTS2,gasmed_l,0.7079127903339787,0.879434362755668,0.07
subject7,walkingTS2,tibant_l,-0.1443978283249422,-0.1443978283249422,0.0
subject7,walkingTS2,recfem_l,-0.19106379979536964,-0.13975146925677487,0.06
subject7,walkingTS2,vasmed_l,0.8558940369259809,0.912315257914504,0.04
subject7,walkingTS2,vaslat_l,0.7642646109794321,0.9169264947335314,0.05
subject7,walkingTS2,semiten_l,0.6933437541774221,0.6933437541774221,0.0
subject7,walkingTS2,bflh_l,0.04976238853786715,0.04976238853786715,0.0
subject7,walkingTS2,glmed1_l,0.8235331510414713,0.8235331510414713,0.0
subject7,walkingTS2,soleus_r,0.6829083030137749,0.7838852940594884,0.07
subject7,walkingTS2,gasmed_r,-0.024825454333110567,0.06074057816843366,0.11
subject7,walkingTS2,vasmed_r,0.9169630098468757,0.9169630098468757,0.0
