subject,trial,muscle,r_lag0,r_best,lag_s
subject7,walkingTS2,vaslat_r,0.897294047009713,0.9044388101086691,0.02
subject7,walkingTS2,semiten_r,0.493854391225914,0.493854391225914,0.0
subject7,walkingTS2,bflh_r,0.1993981150927041,0.1993981150927041,0.0
subject7,walkingTS2,glmed1_r,0.5608465731444816,0.5608465731444816,0.0
subject7,walkingTS3,soleus_l,0.8441932175712127,0.8710440153496624,0.03
subject7,walkingTS3,gasmed_l,0.560578212659506,0.6153935843375518,0.06
subject7,walkingTS3,tibant_l,0.039941098608196925,0.039941098608196925,0.0
subject7,walkingTS3,recfem_l,0.07247207881907639,0.1169711504187697,0.04
subject7,walkingTS3,vasmed_l,0.8771773097510356,0.9126967804203938,0.03
subject7,walkingTS3,vaslat_l,0.8423421565778942,0.9015106379616615,0.03
subject7,walkingTS3,semiten_l,0.36536678541306455,0.36536678541306455,0.0
subject7,walkingTS3,bflh_l,0.18998931364938798,0.18998931364938798,0.0
subject7,walkingTS3,glmed1_l,0.6232570583657034,0.6232570583657034,0.0
subject7,walkingTS3,soleus_r,0.7044157579913536,0.8860840250109918,0.08
subject7,walkingTS3,gasmed_r,0.31833348361024816,0.31833348361024816,0.0
subject7,walkingTS3,vasmed_r,0.7841287265721902,0.8280728860125691,0.06
subject7,walkingTS3,vaslat_r,0.8074287134270136,0.8571846106212854,0.05
subject7,walkingTS3,semiten_r,0.29535740561983787,0.29535740561983787,0.0
subject7,walkingTS3,bflh_r,-0.04965177438485001,-0.04965177438485001,0.0
subject7,walkingTS3,glmed1_r,0.8735718117041944,0.8735718117041944,0.0
subject8,walking1,soleus_l,0.4700697946182382,0.5272803536333016,0.03
subject8,walking1,gasmed_l,0.3617436278245603,0.796830106481265,0.12
subject8,walking1,tibant_l,-0.0810631068357696,0.47029697229101414,0.12
subject8,walking1,recfem_l,-0.2405045484568794,0.048456070745237376,0.11
subject8,walking1,vasmed_l,0.29903211818247843,0.6296908210625399,0.07
subject8,walking1,vaslat_l,0.4623584858786626,0.6333350832302718,0.11
subject8,walking1,semiten_l,0.9045876223621101,0.9045876223621101,0.0
subject8,walking1,bflh_l,0.8647129875712818,0.8647129875712818,0.0
subject8,walking1,glmed1_l,0.5191981588633044,0.6884012750947242,0.07
subject8,walking1,soleus_r,0.699794562273989,0.7293985349609359,0.03
subject8,walking1,gasmed_r,0.7619876444851252,0.7619876444851252,0.0
subject8,walking1,vasmed_r,0.08231511701516937,0.25317732455640113,0.12
subject8,walking1,vaslat_r,0.19702486219232376,0.404026987120121,0.12
subject8,walking1,semiten_r,0.921329549416841,0.921329549416841,0.0
subject8,walking1,bflh_r,0.42001261298147796,0.42001261298147796,0.0
subject8,walking1,glmed1_r,0.5761890839314237,0.6842570623384039,0.05
subject8,walking2,soleus_l,0.6421827542099035,0.6421827542099035,0.0
subject8,walking2,gasmed_l,0.7106366823586476,0.799443043982057,0.12
subject8,walking2,tibant_l,-0.08608417630265221,0.07808275231859614,0.12
subject8,walking2,recfem_l,-0.3834444396215426,0.08225508095653261,0.12
subject8,walking2,vasmed_l,0.3635214007995837,0.5185664873538552,0.11
subject8,walking2,vaslat_l,0.5684395323584926,0.5948988636823384,0.03
subject8,walking2,semiten_l,0.9209262900858739,0.9209262900858739,0.0
subject8,walking2,bflh_l,0.8926854721216468,0.8926854721216468,0.0
subject8,walking2,glmed1_l,0.5765702031384555,0.7839478437437426,0.07
subject8,walking2,soleus_r,0.6687018286162265,0.6687018286162265,0.0
subject8,walking2,gasmed_r,0.5432723484652892,0.5432723484652892,0.0
subject8,walking2,vasmed_r,0.18602617416841022,0.24246960127078934,0.12
subject8,walking2,vaslat_r,0.2584898685499884,0.39604336012654245,0.12
subject8,walking2,semiten_r,0.2643081502725081,0.2643081502725081,0.0
subject8,walking2,bflh_r,0.4428294560434419,0.4428294560434419,0.0
subject8,walking2,glmed1_r,0.5409223270676886,0.5839307137111778,0.02
subject8,walking3,soleus_l,0.6510548776653847,0.727471118806706,0.04
subject8,walking3,gasmed_l,0.47394987479216016,0.5287460959989599,0.12
subject8,walking3,tibant_l,-0.16432404164108247,-0.06441506239525514,0.12
subject8,walking3,recfem_l,-0.2155663887299659,0.33462781792896135,0.12
subject8,walking3,vasmed_l,0.28101525918198805,0.28101525918198805,0.0
subject8,walking3,vaslat_l,0.3010726796780094,0.34872781715953727,0.04
subject8,walking3,semiten_l,0.8114712367712897,0.8114712367712897,0.0
subject8,walking3,bflh_l,0.7942890541117364,0.7942890541117364,0.0
subject8,walking3,glmed1_l,0.7021582431324291,0.853987342068638,0.06
subject8,walking3,soleus_r,0.7583237141902498,0.7583237141902498,0.0
subject8,walking3,gasmed_r,0.3807539341052746,0.3807479343657916,0.0
subject8,walking3,vasmed_r,0.16028594187519815,0.16028594187519815,0.0
subject8,walking3,vaslat_r,0.10763877299960725,0.10763877299960725,0.0
subject8,walking3,semiten_r,0.1242241195437735,0.1242241195437735,0.0
subject8,walking3,bflh_r,0.11008974615767736,0.11008974615767736,0.0
subject8,walking3,glmed1_r,0.7221558819682934,0.7221558819682934,0.0
subject8,walkingTS1,soleus_l,0.8329976458211197,0.9051370115852255,0.04
subject8,walkingTS1,gasmed_l,0.07594123309990312,0.07978554742757789,0.02
subject8,walkingTS1,tibant_l,-0.21332358474041352,-0.21332358474041352,0.0
subject8,walkingTS1,recfem_l,-0.0942799945316731,0.3414340566928854,0.09
subject8,walkingTS1,vasmed_l,0.7872462580328642,0.8457096117314327,0.03
subject8,walkingTS1,vaslat_l,0.7636407516571472,0.7636407516571472,0.0
subject8,walkingTS1,semiten_l,0.21184016988001556,0.21184016988001556,0.0
subject8,walkingTS1,bflh_l,-0.05677123967492602,-0.05677123967492602,0.0
subject8,walkingTS1,glmed1_l,0.28587270174544865,0.3162496690983575,0.03
subject8,walkingTS1,soleus_r,0.7778073057375225,0.7778073057375225,0.0
subject8,walkingTS1,gasmed_r,0.4568835632903439,0.4568835632903439,0.0
subject8,walkingTS1,vasmed_r,-0.17629525896465262,0.09472706226228701,0.08
subject8,walkingTS1,vaslat_r,0.04807716862027888,0.26409443615673783,0.07
subject8,walkingTS1,semiten_r,0.5103338215408724,0.5103338215408724,0.0
subject8,walkingTS1,bflh_r,0.3429247143765987,0.3429247143765987,0.0
subject8,walkingTS1,glmed1_r,-0.44623053705303406,-0.07642364027664246,0.12
subject8,walkingTS2,soleus_l,0.8809599059280842,0.884036723858641,0.01
subject8,walkingTS2,gasmed_l,0.08813695592161876,0.17459310629353333,0.12
subject8,walkingTS2,tibant_l,-0.025780953188971476,-0.025780953188971476,0.0
subject8,walkingTS2,recfem_l,-0.004798082364604538,0.4219971686931703,0.09
subject8,walkingTS2,vasmed_l,0.478299409380927,0.478299409380927,0.0
subject8,walkingTS2,vaslat_l,0.4785795070725606,0.4785795070725606,0.0
subject8,walkingTS2,semiten_l,0.44235246755321,0.44235246755321,0.0
subject8,walkingTS2,bflh_l,0.19478990759269063,0.19478990759269063,0.0
subject8,walkingTS2,glmed1_l,0.5348612852353948,0.707997977664169,0.06
subject8,walkingTS2,soleus_r,0.7186052144807652,0.7186052144807652,0.0
subject8,walkingTS2,gasmed_r,0.31249408766921893,0.31249408766921893,0.0
subject8,walkingTS2,vasmed_r,0.011321799333580174,0.134043824536696,0.12
subject8,walkingTS2,vaslat_r,0.05359814081268228,0.33942311933596525,0.12
subject8,walkingTS2,semiten_r,0.054047400542317034,0.054047400542317034,0.0
subject8,walkingTS2,bflh_r,0.3993523694447219,0.3993523694447219,0.0
subject8,walkingTS2,glmed1_r,-0.46841636419041544,0.1337706326775189,0.12
subject8,walkingTS3,soleus_l,0.6577735332679567,0.873539824300061,0.06
subject8,walkingTS3,gasmed_l,0.3029944456358114,0.3029944456358114,0.0
subject8,walkingTS3,tibant_l,-0.06472415428512258,0.01589756945638591,0.12
subject8,walkingTS3,recfem_l,-0.40010077300870034,-0.1360008778954543,0.12
subject8,walkingTS3,vasmed_l,0.42235187333946717,0.5298299344353007,0.06
subject8,walkingTS3,vaslat_l,0.37831429019699114,0.5598153010610919,0.1
subject8,walkingTS3,semiten_l,0.2135671552560746,0.2135671552560746,0.0
subject8,walkingTS3,bflh_l,0.10926846751566331,0.10926846751566331,0.0
subject8,walkingTS3,glmed1_l,0.5399894423622422,0.7082205933592207,0.06
subject8,walkingTS3,soleus_r,0.5316242868801396,0.5316242868801396,0.0
subject8,walkingTS3,gasmed_r,0.49042760351766607,0.49042760351766607,0.0
subject8,walkingTS3,vasmed_r,0.040060014529230116,0.08710595924295547,0.1
subject8,walkingTS3,vaslat_r,0.14305090949464933,0.1544453145401643,0.1
subject8,walkingTS3,semiten_r,0.18663650074398383,0.18663650074398383,0.0
subject8,walkingTS3,bflh_r,0.5183149591775735,0.5183149591775735,0.0
subject8,walkingTS3,glmed1_r,-0.23433643527150574,0.2862825682569425,0.12
subject10,walking1,soleus_l,0.721585536202525,0.721585536202525,0.0
subject10,walking1,gasmed_l,0.4464402355546205,0.5712807504042865,0.09
subject10,walking1,tibant_l,-0.06836326828352274,-0.06836326828352274,0.0
subject10,walking1,recfem_l,-0.18296119572380673,0.3010263158744643,0.12
subject10,walking1,vasmed_l,0.3166203366360542,0.32134264374296156,0.01
subject10,walking1,vaslat_l,0.2926791104125906,0.3847297259679782,0.1
subject10,walking1,semiten_l,0.8341280844331129,0.8565308646182899,0.01
subject10,walking1,bflh_l,0.811975014385632,0.811975014385632,0.0
subject10,walking1,glmed1_l,0.5018334346708864,0.6344726500159255,0.06
subject10,walking1,soleus_r,0.8202955809365087,0.8202955809365087,0.0
subject10,walking1,gasmed_r,0.5109018790499739,0.5109018790499739,0.0
subject10,walking1,vasmed_r,0.0432627165170096,0.0432627165170096,0.0
subject10,walking1,vaslat_r,-0.06995041815028574,0.10020462039300027,0.12
subject10,walking1,semiten_r,0.5826187492295011,0.5826187492295011,0.0
subject10,walking1,bflh_r,0.47737782396302536,0.47737782396302536,0.0
subject10,walking1,glmed1_r,0.5976539194646725,0.5976539194646725,0.0
subject10,walking2,soleus_l,0.7309144206667391,0.7465114251780921,0.03
subject10,walking2,gasmed_l,0.5357298288522107,0.6108139286789389,0.05
subject10,walking2,tibant_l,-0.23900404151415047,-0.23900404151415047,0.0
subject10,walking2,recfem_l,0.12780071239382135,0.5096319441368082,0.07
subject10,walking2,vasmed_l,0.2505871662125459,0.2641868280538058,0.02
subject10,walking2,vaslat_l,0.3626185662218069,0.36922142345628306,0.01
subject10,walking2,semiten_l,0.8676587595594468,0.8676587595594468,0.0
subject10,walking2,bflh_l,0.914319972122749,0.914319972122749,0.0
subject10,walking2,glmed1_l,0.7068590494083655,0.8297984534089585,0.04
subject10,walking2,soleus_r,0.8253877843609913,0.8253877843609913,0.0
subject10,walking2,gasmed_r,0.6647507944046986,0.6647507944046986,0.0
subject10,walking2,vasmed_r,-0.12432906503595512,0.3241871155686813,0.12
subject10,walking2,vaslat_r,0.021820649717150715,0.4592864726728588,0.12
subject10,walking2,semiten_r,0.6397576093316654,0.6397576093316654,0.0
subject10,walking2,bflh_r,0.9483663728058479,0.9642317897675576,0.02
subject10,walking2,glmed1_r,0.7555543190986546,0.7992845065977465,0.03
subject10,walking3,soleus_l,0.5591210392401222,0.5608431922753568,0.01
subject10,walking3,gasmed_l,0.29927533248832966,0.5538722923037411,0.1
subject10,walking3,tibant_l,-0.08861236738604704,-0.08861236738604704,0.0
subject10,walking3,recfem_l,-0.006540170447470896,0.44434033821368313,0.12
subject10,walking3,vasmed_l,0.40340669565750636,0.4101831301383538,0.01
subject10,walking3,vaslat_l,0.45010177678220165,0.45010177678220165,0.0
subject10,walking3,semiten_l,0.886556069203772,0.886556069203772,0.0
subject10,walking3,bflh_l,0.7133149570292121,0.7133149570292121,0.0
subject10,walking3,glmed1_l,0.5543142803980569,0.7412546432221909,0.06
subject10,walking3,soleus_r,0.7932882955172686,0.7984533579774334,0.01
subject10,walking3,gasmed_r,0.7597066341174588,0.7597066341174588,0.0
subject10,walking3,vasmed_r,-0.01143946467295434,0.2970191769576075,0.11
subject10,walking3,vaslat_r,0.027253713119050626,0.38773634901841686,0.12
subject10,walking3,semiten_r,0.9164191100371346,0.9164191100371346,0.0
subject10,walking3,bflh_r,0.8926936051775779,0.9203195013328903,0.02
subject10,walking3,glmed1_r,0.6901736192195371,0.6985232399858191,0.01
subject10,walkingTS1,soleus_l,0.6605182639108849,0.6964063572211843,0.1
subject10,walkingTS1,gasmed_l,0.27000180053875744,0.39933272561493477,0.12
subject10,walkingTS1,tibant_l,0.18486439336848337,0.3436201499318879,0.11
subject10,walkingTS1,recfem_l,0.14561461348760577,0.597721091090111,0.07
subject10,walkingTS1,vasmed_l,-0.03315387624482561,-0.03315387624482561,0.0
subject10,walkingTS1,vaslat_l,0.10294103942016648,0.10294103942016648,0.0
subject10,walkingTS1,semiten_l,0.6138340455392863,0.6138340455392863,0.0
subject10,walkingTS1,bflh_l,0.4598352376243016,0.4598352376243016,0.0
subject10,walkingTS1,glmed1_l,0.7891482444593246,0.7891482444593246,0.0
subject10,walkingTS1,soleus_r,0.8689698560704108,0.8867421188617131,0.02
subject10,walkingTS1,gasmed_r,0.4514153875571841,0.6440652560732739,0.08
subject10,walkingTS1,vasmed_r,0.4452360006741501,0.45868482188159876,0.02
subject10,walkingTS1,vaslat_r,0.47736443081937596,0.47736443081937596,0.0
subject10,walkingTS1,semiten_r,0.4961802091105935,0.4961802091105935,0.0
subject10,walkingTS1,bflh_r,0.8224585456345059,0.8224585456345059,0.0
subject10,walkingTS1,glmed1_r,0.6857272171728842,0.6857272171728842,0.0
subject10,walkingTS2,soleus_l,0.6061366088498386,0.6852892314325022,0.03
subject10,walkingTS2,gasmed_l,0.4812752356167929,0.48994628328364737,0.01
subject10,walkingTS2,tibant_l,-0.0683832723678357,-0.04733035977151786,0.12
subject10,walkingTS2,recfem_l,-0.18410059045910065,0.03934530381104614,0.09
subject10,walkingTS2,vasmed_l,0.5320206724024633,0.6781448217966572,0.04
subject10,walkingTS2,vaslat_l,0.6766446360000811,0.7373241189580575,0.03
subject10,walkingTS2,semiten_l,0.7037968398049564,0.7037968398049564,0.0
subject10,walkingTS2,bflh_l,0.5098254830570479,0.5098254830570479,0.0
subject10,walkingTS2,glmed1_l,0.4802810719764422,0.497050773512626,0.02
subject10,walkingTS2,soleus_r,0.6424435718164792,0.6513818124090606,0.01
subject10,walkingTS2,gasmed_r,0.5175305663360512,0.6813913338612841,0.08
subject10,walkingTS2,vasmed_r,0.13198005841239505,0.13198005841239505,0.0
subject10,walkingTS2,vaslat_r,0.028435729161190096,0.12245555303104948,0.07
subject10,walkingTS2,semiten_r,0.5971112056130051,0.5971112056130051,0.0
subject10,walkingTS2,bflh_r,0.8505075330168876,0.8505075330168876,0.0
subject10,walkingTS2,glmed1_r,0.9253839944998908,0.931360773746866,0.01
subject10,walkingTS3,soleus_l,0.666165920370925,0.6693167904042073,0.01
subject10,walkingTS3,gasmed_l,0.3295982858438099,0.531932118589313,0.12
subject10,walkingTS3,tibant_l,-0.1658845812088538,-0.058310571824492285,0.12
subject10,walkingTS3,recfem_l,-0.11971798677635483,-0.021113030293285123,0.05
subject10,walkingTS3,vasmed_l,0.42343852557009015,0.6393239097937875,0.06
subject10,walkingTS3,vaslat_l,0.5974272583384037,0.70602877539629,0.04
subject10,walkingTS3,semiten_l,0.5776279823837538,0.6286569564594218,0.02
subject10,walkingTS3,bflh_l,0.177710816670614,0.177710816670614,0.0
subject10,walkingTS3,glmed1_l,0.5126880571924031,0.7501858076317943,0.12
subject10,walkingTS3,soleus_r,0.7490861700343929,0.7911483510325118,0.03
subject10,walkingTS3,gasmed_r,0.29376018065380727,0.7025994474894381,0.09
subject10,walkingTS3,vasmed_r,0.027348307314413022,0.08560991562636222,0.12
subject10,walkingTS3,vaslat_r,0.1591903177171112,0.1923763378876438,0.04
subject10,walkingTS3,semiten_r,0.8913136292686314,0.8913136292686314,0.0
subject10,walkingTS3,bflh_r,0.8664612435372271,0.8664612435372271,0.0
subject10,walkingTS3,glmed1_r,0.8969930348874963,0.9303969918318591,0.02
subject11,walking2,soleus_l,0.5898313984507167,0.6301228026839812,0.03
subject11,walking2,gasmed_l,0.7827480753133964,0.8748789999322053,0.11
subject11,walking2,tibant_l,0.018491802132972388,0.018491802132972388,0.0
subject11,walking2,recfem_l,0.0044770274200875565,0.3994257826969309,0.09
subject11,walking2,vasmed_l,0.8183499924338603,0.8183499924338603,0.0
subject11,walking2,vaslat_l,0.8702983437539992,0.8702983437539992,0.0
subject11,walking2,semiten_l,0.8713641651771316,0.8842577183661929,0.01
subject11,walking2,bflh_l,0.9097074664158007,0.9097074664158007,0.0
subject11,walking2,glmed1_l,0.46785246306190537,0.5850198418614728,0.04
subject11,walking2,soleus_r,0.871665775377455,0.9388335349022179,0.03
subject11,walking2,gasmed_r,0.7336137566242988,0.7336137566242988,0.0
subject11,walking2,vasmed_r,0.4194501695655372,0.4710186285444362,0.04
subject11,walking2,vaslat_r,0.3776357804210291,0.38842416663527585,0.02
subject11,walking2,semiten_r,0.9782062941901272,0.983033680107488,0.01
subject11,walking2,bflh_r,0.9724266747913135,0.9885328456555075,0.02
subject11,walking2,glmed1_r,0.6422034275962999,0.8702822117024133,0.05
subject11,walking3,soleus_l,0.5699242047600602,0.5997216537597251,0.05
subject11,walking3,gasmed_l,0.76408620171416,0.8364053588329892,0.06
subject11,walking3,tibant_l,0.06137761394930213,0.06137761394930213,0.0
subject11,walking3,recfem_l,0.11523418740288885,0.6583313157064518,0.12
subject11,walking3,vasmed_l,0.8844363650690411,0.8844363650690411,0.0
subject11,walking3,vaslat_l,0.8281302798646085,0.8281302798646085,0.0
subject11,walking3,semiten_l,0.7915472333037259,0.821771570217812,0.03
subject11,walking3,bflh_l,0.8629716865599025,0.8818640406380477,0.03
subject11,walking3,glmed1_l,0.6903159222855816,0.8230218151397392,0.05
subject11,walking3,soleus_r,0.9339141540151042,0.9339141540151042,0.0
subject11,walking3,gasmed_r,0.5419719591734893,0.5419719591734893,0.0
subject11,walking3,vasmed_r,0.265874141817571,0.265874141817571,0.0
subject11,walking3,vaslat_r,0.2416080639948854,0.25097325342762716,0.01
subject11,walking3,semiten_r,0.9325106648218497,0.9487165156254722,0.01
subject11,walking3,bflh_r,0.9613873818979831,0.9613873818979831,0.0
subject11,walking3,glmed1_r,0.6161188046355394,0.6161188046355394,0.0
subject11,walking4,soleus_l,0.7065036519360914,0.759031430787314,0.04
subject11,walking4,gasmed_l,0.6550722544641564,0.6550722544641564,0.0
subject11,walking4,tibant_l,0.07535743809431769,0.07535743809431769,0.0
subject11,walking4,recfem_l,0.148192640339527,0.5089188879487561,0.08
subject11,walking4,vasmed_l,0.8175916395140159,0.8175916395140159,0.0
subject11,walking4,vaslat_l,0.8286490185245052,0.8286490185245052,0.0
subject11,walking4,semiten_l,0.7431571355358815,0.7431571355358815,0.0
subject11,walking4,bflh_l,0.8462676851759746,0.8462676851759746,0.0
subject11,walking4,glmed1_l,0.6060108829793981,0.6718311466911526,0.04
subject11,walking4,soleus_r,0.8759805417845985,0.8759805417845985,0.0
subject11,walking4,gasmed_r,0.6690307883957994,0.6690307883957994,0.0
subject11,walking4,vasmed_r,0.8630023582077252,0.8941359469816551,0.02
subject11,walking4,vaslat_r,0.696881915250981,0.8053713088285921,0.03
subject11,walking4,semiten_r,0.9498578900463268,0.9498578900463268,0.0
subject11,walking4,bflh_r,0.9740494025120556,0.9740494025120556,0.0
subject11,walking4,glmed1_r,0.8311541488268734,0.8884132106600663,0.02
subject11,walkingTS1,soleus_l,0.725148758232532,0.725148758232532,0.0
subject11,walkingTS1,gasmed_l,-0.0032649137279445965,0.001039086264216504,0.03
subject11,walkingTS1,tibant_l,0.5528509304951558,0.5528509304951558,0.0
subject11,walkingTS1,recfem_l,-0.04109742302145825,0.3719578888251149,0.08
subject11,walkingTS1,vasmed_l,0.5778434638658129,0.5778434638658129,0.0
subject11,walkingTS1,vaslat_l,0.5967948307528445,0.5967948307528445,0.0
subject11,walkingTS1,semiten_l,-0.11488901913477004,0.28864339661189303,0.12
subject11,walkingTS1,bflh_l,0.5111183134515289,0.522130380614771,0.01
subject11,walkingTS1,glmed1_l,0.5288388208214948,0.5288388208214948,0.0
subject11,walkingTS1,soleus_r,0.8779644822497585,0.9158918809142135,0.03
subject11,walkingTS1,gasmed_r,0.3829905501346604,0.3829905501346604,0.0
subject11,walkingTS1,vasmed_r,0.48392965590044035,0.6866748181428635,0.03
subject11,walkingTS1,vaslat_r,0.5386678160178376,0.6542518664876955,0.04
subject11,walkingTS1,semiten_r,0.9296671607675783,0.9740349617354915,0.03
subject11,walkingTS1,bflh_r,0.9795576125936881,0.9795576125936881,0.0
subject11,walkingTS1,glmed1_r,0.7867059724385829,0.8166054043587891,0.03
subject11,walkingTS2,soleus_l,0.7486091734117453,0.750957677060571,0.01
subject11,walkingTS2,gasmed_l,0.3206146462324773,0.3206146462324773,0.0
subject11,walkingTS2,tibant_l,0.6029896677674111,0.7071298005533319,0.08
subject11,walkingTS2,recfem_l,-0.16433184582728452,-0.06506004026554953,0.08
subject11,walkingTS2,vasmed_l,0.11848799536586364,0.15810256087272495,0.06
subject11,walkingTS2,vaslat_l,0.4353442511342227,0.5954382481106005,0.08
subject11,walkingTS2,semiten_l,0.06388646148647778,0.17225352942271674,0.08
subject11,walkingTS2,bflh_l,0.4626644258152171,0.4626644258152171,0.0
subject11,walkingTS2,glmed1_l,-0.10977725440192553,0.07599628860773337,0.07
subject11,walkingTS2,soleus_r,0.8519775772189466,0.8791608414738706,0.03
subject11,walkingTS2,gasmed_r,0.6445570111157118,0.6445570111157118,0.0
subject11,walkingTS2,vasmed_r,0.8892163745190027,0.8892163745190027,0.0
subject11,walkingTS2,vaslat_r,0.7197299354984067,0.7197299354984067,0.0
subject11,walkingTS2,semiten_r,0.7813181470535832,0.9712850919954812,0.06
subject11,walkingTS2,bflh_r,0.7443522867307106,0.9540829574839433,0.08
subject11,walkingTS2,glmed1_r,0.7942383431908808,0.9019151810277225,0.07
subject11,walkingTS3,soleus_l,0.7366294284723434,0.7366294284723434,0.0
subject11,walkingTS3,gasmed_l,0.6332857456323863,0.6332857456323863,0.0
subject11,walkingTS3,tibant_l,0.0017982349730670986,0.0017982349730670986,0.0
subject11,walkingTS3,recfem_l,0.18804982975720458,0.47702217051440365,0.09
subject11,walkingTS3,vasmed_l,0.9383504908131224,0.9383504908131224,0.0
subject11,walkingTS3,vaslat_l,0.8844843293190464,0.8844843293190464,0.0
subject11,walkingTS3,semiten_l,0.17512023540579336,0.42265483265299425,0.09
subject11,walkingTS3,bflh_l,0.5772884152615658,0.592410131138462,0.08
subject11,walkingTS3,glmed1_l,-0.1462575100127827,-0.13832596718172116,0.03
subject11,walkingTS3,soleus_r,0.634888736429186,0.9330794016511741,0.07
subject11,walkingTS3,gasmed_r,0.7807770041189234,0.7984173067840489,0.02
subject11,walkingTS3,vasmed_r,0.6077608796514928,0.6077608796514928,0.0
subject11,walkingTS3,vaslat_r,0.5676283662132097,0.6005871299326945,0.08
subject11,walkingTS3,semiten_r,0.9084608590100088,0.9412753347742527,0.03
subject11,walkingTS3,bflh_r,0.9005356728442536,0.9005356728442536,0.0
subject11,walkingTS3,glmed1_r,0.9271342036431267,0.9370095119240479,0.03
